Id,CompanyMaster_FK_ID,CompanyRefNo,CertificateRefNo,Certification_Type,OtherCertification_Type,Certificate_No,Certificate_StartDate,Certificate_EndDate,Final_Submit,IsActive,CreatedBy,CreatedDate,CreatedIP,UpdatedBy,UpdatedDate,UpdatedIP,CertificateType_Fk_Id
1,4357,C27062511591,NULL,5,NULL,UDYAM-MH-33-0003706,06-02-2020,01-02-2030,NULL,1,NULL,24:37.3,NULL,NULL,NULL,NULL,5
3,4357,C27062511591,NULL,93,NULL,PNE24C231,19-02-2025,19-02-2028,NULL,1,NULL,30:15.2,NULL,NULL,NULL,NULL,93
4,13404,C17072574955,NULL,NULL,NULL,UDYAM-MH-19-0014339,10-10-2020,10-10-2030,0,1,1,16:40.1,49.15.204.199,NULL,NULL,NULL,5
5,13404,C17072574955,NULL,NULL,NULL,NSIC/MUM/GP/RS/M/379/MH,22-03-2024,21-03-2026,0,1,1,16:40.1,49.15.204.199,NULL,NULL,NULL,6
6,13404,C17072574955,NULL,NULL,NULL,2.01042E+13,02-03-2023,01-03-2026,0,1,1,16:40.1,49.15.204.199,NULL,NULL,NULL,2
7,13404,C17072574955,NULL,NULL,NULL,2.01162E+13,02-03-2023,01-03-2026,0,1,1,16:40.1,49.15.204.199,NULL,NULL,NULL,3
8,13404,C17072574955,NULL,NULL,NULL,2.01002E+13,02-03-2023,01-03-2026,0,1,1,16:40.1,49.15.204.199,NULL,NULL,NULL,1
9,1571,C17072551212,NULL,NULL,NULL,NSIC/GP/MUM/2021/87305,20-02-2024,31-10-2027,0,1,1,33:11.5,122.252.239.98,NULL,NULL,NULL,6
13,7111,C17072542756,NULL,NULL,NULL,UDYAM-MH-27-0002354,04-09-2020,04-09-2030,0,1,1,37:42.9,49.15.204.199,NULL,NULL,NULL,5
14,699,C17072589642,NULL,NULL,NULL,10253584,02-03-2020,09-03-2023,0,1,1,55:23.6,49.15.204.199,NULL,NULL,NULL,1
15,699,C17072589642,NULL,NULL,NULL,TN11B0001258,05-10-2016,05-10-2018,0,1,1,55:23.6,49.15.204.199,NULL,NULL,NULL,16
16,21,C17072567871,NULL,94,NULL,27AAACM2813L1ZO,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
17,23,C17072569694,NULL,94,NULL,24AAACR5055K1ZD,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
18,25,C17072512730,NULL,94,NULL,33AAACL2632C1Z8,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
19,29,C17072575913,NULL,94,NULL,33AAACK7940C1ZW,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
20,31,C17072566024,NULL,94,NULL,03AAACJ6733E1ZZ,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
21,32,C17072551946,NULL,94,NULL,08AACCS0486K1Z3,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
22,33,C17072588621,NULL,94,NULL,24AABCA2398D1Z0,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
23,36,C17072579553,NULL,94,NULL,27AAACTO220G1XZ,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
24,37,C17072558327,NULL,94,NULL,27AAECS0561R1ZV,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
25,47,C17072565592,NULL,94,NULL,09AALCA4722D1ZU,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
26,106,C17072551308,NULL,94,NULL,09AABCS9328K1ZV,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
27,124,C17072581310,NULL,94,NULL,08AAACB8403F1Z0,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
28,144,C17072565834,NULL,94,NULL,09AAACP0371Q1Z2,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
29,434,C17072523025,NULL,94,NULL,09AAACA7569D1ZM,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
30,441,C17072574793,NULL,94,NULL,24AAACN5327L1ZG,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
31,448,C17072541129,NULL,94,NULL,27AAACM2725R1Z3,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
32,526,C17072522999,NULL,94,NULL,06AAACS0322C1Z7,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
33,529,C17072558061,NULL,94,NULL,08AABCB0639G1ZZ,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
34,548,C17072595098,NULL,94,NULL,07AAACP0164H1ZQ,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
35,551,C17072577636,NULL,94,NULL,06AAACS0512J2ZR,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
36,598,C17072588958,NULL,94,NULL,27AAACS6430P1ZZ,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
37,690,C17072566082,NULL,94,NULL,09AAACH4642J1ZI,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
38,703,C17072594836,NULL,94,NULL,19AABCP5284B1ZH,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
39,903,C17072540139,NULL,94,NULL,27AAACV5494J1ZU,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
40,908,C17072586990,NULL,94,NULL,24AAACC8513B2Z9,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
41,912,C17072549756,NULL,94,NULL,06AAECT7782P1ZH,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
42,922,C17072557536,NULL,94,NULL,34AAACT5589Q1ZJ,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
43,928,C17072535508,NULL,94,NULL,33AACCB3382R1ZC,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
44,939,C17072579778,NULL,94,NULL,03AAACB9911E1Z5,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
45,940,C17072511710,NULL,94,NULL,08AABCM4955E1ZH,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
46,942,C17072565633,NULL,94,NULL,09AAACK5992J1Z0,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
47,944,C17072593078,NULL,94,NULL,09AABCV1571F1ZE,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
48,947,C17072515247,NULL,94,NULL,03AAACY0912G1ZV,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
49,949,C17072593042,NULL,94,NULL,08AAACG6754C1ZR,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
50,959,C17072558721,NULL,94,NULL,24AAACU3413E1ZX,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
51,963,C17072567486,NULL,94,NULL,24AAACG3706G1Z3,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
52,967,C17072537443,NULL,94,NULL,06AAECB0342B1ZI,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
53,971,C17072598909,NULL,94,NULL,27AAACH3166K1ZH,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
54,972,C17072550474,NULL,94,NULL,27AAACP3167G1ZH,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
55,975,C17072563523,NULL,94,NULL,24AAACV5657K1ZV,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
56,978,C17072592423,NULL,94,NULL,08AANCS6211K1Z1,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
57,982,C17072594766,NULL,94,NULL,03AAACO1892M1ZB,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
58,985,C17072516513,NULL,94,NULL,08AABCK0452C1Z3,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
59,990,C17072554204,NULL,94,NULL,09AAACU8912A1ZJ,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
60,993,C17072519994,NULL,94,NULL,09AAFCA7677P1ZR,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
61,999,C17072559632,NULL,94,NULL,09AACCI0472R1Z3,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
62,1000,C17072533381,NULL,94,NULL,09AABCU1855H1Z8,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
63,1001,C17072574886,NULL,94,NULL,06AAACM1153D1Z4,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
64,1002,C17072589663,NULL,94,NULL,09AACCD2958B1ZU,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
65,1003,C17072568024,NULL,94,NULL,24AABCG0675P1ZD,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
66,1006,C17072549704,NULL,94,NULL,08AAACF4369G1ZL,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
67,1009,C17072537673,NULL,94,NULL,06AAACY3006F3ZQ,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
68,1021,C17072527885,NULL,94,NULL,09ABGCS1116F1ZL,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
69,1037,C17072599373,NULL,94,NULL,08AABCG2566P1Z5,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
70,1038,C17072527187,NULL,94,NULL,08AADCA2586P1Z5,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
71,1042,C17072551191,NULL,94,NULL,06AACCR8131N1Z4,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
72,1045,C17072558891,NULL,94,NULL,06AACCB4592K1ZH,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
73,1057,C17072576813,NULL,94,NULL,33AAKCS4764N2ZQ,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
74,1064,C17072510438,NULL,94,NULL,33AABCM8279K1Z2,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
75,1066,C17072568344,NULL,94,NULL,09AABCA2315E1Z9,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
76,1085,C17072534091,NULL,94,NULL,06AAACX0456E1ZN,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
77,1089,C17072558642,NULL,94,NULL,09AAACR6862N1ZQ,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
78,1090,C17072580213,NULL,94,NULL,09AABCS9186R1Z9,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
79,1091,C17072586568,NULL,94,NULL,09AAICM3655L2ZX,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
80,1096,C17072519704,NULL,94,NULL,09AAACH3613H1ZU,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
81,1113,C17072555202,NULL,94,NULL,09AAKCS0944G2Z6,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
82,1114,C17072543029,NULL,94,NULL,09AABCK5874G1Z9,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
83,1117,C17072542750,NULL,94,NULL,19AAACI6948Q1ZP,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
84,1120,C17072567157,NULL,94,NULL,09AABCT2565K1Z1,NULL,NULL,NULL,1,NULL,29:20.2,NULL,NULL,NULL,NULL,94
85,1123,C17072577727,NULL,94,NULL,09AABCD1039N1ZK,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
86,1136,C17072553387,NULL,94,NULL,29AAKCS5588G1ZN,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
87,1150,C17072559513,NULL,94,NULL,19AABCG1842Q1Z7,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
88,1162,C17072585932,NULL,94,NULL,09AAICM5248D1ZE,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
89,1165,C17072534145,NULL,94,NULL,06AAECP2237K1ZF,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
90,1403,C17072555415,NULL,94,NULL,19AABCR4746C1ZG,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
91,1482,C17072589326,NULL,94,NULL,19AAECS4979F1ZV,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
92,1535,C17072522744,NULL,94,NULL,09AAACM9362J1Z2,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
93,1537,C17072595553,NULL,94,NULL,09AACCK2209E2ZW,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
94,1716,C17072534002,NULL,94,NULL,27AAJCS2094J1ZY,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
95,1739,C17072525696,NULL,94,NULL,27AAACA3874D1ZW,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
96,1767,C17072568782,NULL,94,NULL,09AAECS3937P1ZN,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
97,1815,C17072575558,NULL,94,NULL,19AABCJI226D1Z1,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
98,1818,C17072543397,NULL,94,NULL,19AAHCS0437P1ZU,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
99,1822,C17072515348,NULL,94,NULL,24AAGCA7312Q1ZG,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
100,1825,C17072538417,NULL,94,NULL,27AAACE0944L1ZM,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
101,1847,C17072537368,NULL,94,NULL,33AAECS0963R1ZW,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
102,1862,C17072585446,NULL,94,NULL,27AAACG9031C1ZZ,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
103,1869,C17072535885,NULL,94,NULL,09AAACG8899E1Z3,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
104,1911,C17072534267,NULL,94,NULL,24AAECS1538G1ZL,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
105,1915,C17072571102,NULL,94,NULL,09AAACD7386B1ZO,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
106,1934,C17072559135,NULL,94,NULL,AA301116000271A,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
107,1976,C17072538326,NULL,94,NULL,19AABCN0115D1Z3,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
108,1980,C17072513097,NULL,94,NULL,19AAECJ2412L1ZJ,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
109,2368,C17072570816,NULL,94,NULL,19AACCA1002F1ZF,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
110,2432,C17072566670,NULL,94,NULL,27AAKCS6038H1Z2,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
111,2468,C17072515997,NULL,94,NULL,34AAACR3242C1Z0,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
112,2566,C17072548049,NULL,94,NULL,37AABCV4517H1ZB,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
113,2907,C17072569012,NULL,94,NULL,06AADCA3754H1ZU,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
114,3063,C17072589188,NULL,94,NULL,22AABCR2143MIZL,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
115,3123,C17072530668,NULL,94,NULL,24AABCB0498D1Z2,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
116,3486,C17072564442,NULL,94,NULL,29AAACF5951E1ZN,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
117,3681,C17072516996,NULL,94,NULL,19AABCC0098A1Z2,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
118,3767,C17072558106,NULL,94,NULL,09AAACT5202A2ZY,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
119,4428,C17072577818,NULL,94,NULL,19AAACO2941H1ZH,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
120,4752,C17072591694,NULL,94,NULL,19AABCU0627K1Z8,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
121,4958,C17072556400,NULL,94,NULL,06AABCV1126E1ZV,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
122,5410,C17072521202,NULL,94,NULL,06AADCS9516R1ZN,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
123,5607,C17072559798,NULL,94,NULL,27AABCM1598B1ZM,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
124,5632,C17072579965,NULL,94,NULL,,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
125,5847,C17072527574,NULL,94,NULL,06AABCT4364LIZ4,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
126,5885,C17072546524,NULL,94,NULL,09AACCG3969M1ZZ,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
127,5922,C17072538271,NULL,94,NULL,05AACCS4317BIZY,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
128,6303,C17072558564,NULL,94,NULL,09AAFFS3605L1ZZ,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
129,6415,C17072571808,NULL,94,NULL,AA0703170659016,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
130,6432,C17072581769,NULL,94,NULL,07AADCK6323L1ZE,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
131,6533,C17072534899,NULL,94,NULL,23AAACT3198F1ZG,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
132,6556,C17072588569,NULL,94,NULL,24AABCP7264P1ZX,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
133,6772,C17072554302,NULL,94,NULL,09AACCP0148H1ZK,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
134,6815,C17072525102,NULL,94,NULL,06AADCT1403E1ZZ,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
135,6869,C17072541231,NULL,94,NULL,27AABCK5441K1ZF,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
136,6929,C17072539986,NULL,94,NULL,19AADCA4694C1ZO,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
137,7192,C17072554378,NULL,94,NULL,19AAACF5203H2ZW,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
138,7208,C17072544063,NULL,94,NULL,09AAACM9334L1Z2,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
139,7759,C17072582860,NULL,94,NULL,09AAACB5954F1ZO,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
140,8341,C17072513741,NULL,94,NULL,09AAECN3863D1ZG,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
141,8387,C17072556743,NULL,94,NULL,06AAPCS5495K1ZJ,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
142,8395,C17072585501,NULL,94,NULL,06AAFCC2007D1ZE,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
143,8662,C17072569028,NULL,94,NULL,33AAACN2847D2ZU,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
144,8739,C17072530129,NULL,94,NULL,09AAACN0866A1ZT,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
145,8792,C17072543513,NULL,94,NULL,09AAACM6420F1ZQ,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
146,8800,C17072520458,NULL,94,NULL,06AAACF0016G1ZD,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
147,8862,C17072564939,NULL,94,NULL,06AAACR0644J1ZK,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
148,8987,C17072570263,NULL,94,NULL,06AABCR4950L1Z6,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
149,9339,C17072525820,NULL,94,NULL,09AABCH5860P1ZZ,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
150,9678,C17072573599,NULL,94,NULL,27AABCJ9187H1Z4,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
151,9781,C17072515971,NULL,94,NULL,03AAACV5820G1ZP,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
152,9926,C17072590430,NULL,94,NULL,33AAECF4078N1ZB,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
153,10298,C17072554183,NULL,94,NULL,24AAACN7942F1ZK,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
154,10384,C17072587776,NULL,94,NULL,03AACCN3563A2Z2,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
155,10549,C17072526784,NULL,94,NULL,29AACCR2067H1ZA,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
156,10561,C17072528361,NULL,94,NULL,19AABCW0856C1ZG,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
157,13397,C17072559851,NULL,94,NULL,09AABCA6852A1ZZ,NULL,NULL,NULL,1,NULL,29:20.3,NULL,NULL,NULL,NULL,94
158,11,C17072524873,NULL,95,NULL,0000M00033,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
159,19,C17072558804,NULL,95,NULL,0000B00477,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
160,22,C17072581893,NULL,95,NULL,0000F00038,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
161,35,C17072562677,NULL,95,NULL,130115E333,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
162,56,C17072548399,NULL,95,NULL,134015T401,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
163,61,C17072569526,NULL,95,NULL,0000H00022,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
164,62,C17072515833,NULL,95,NULL,0000I00052,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
165,68,C17072594986,NULL,95,NULL,0000B00068,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
166,106,C17072551308,NULL,95,NULL,0000S00890,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
167,120,C17072520951,NULL,95,NULL,0000B00696,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
168,125,C17072586964,NULL,95,NULL,G00678,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
169,132,C17072569756,NULL,95,NULL,600006M719,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
170,141,C17072514256,NULL,95,NULL,N00588,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
171,145,C17072524595,NULL,95,NULL,131410N022,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
172,147,C17072583278,NULL,95,NULL,0000B00092,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
173,168,C17072529443,NULL,95,NULL,130515S412,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
174,182,C17072541369,NULL,95,NULL,224010S844,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
175,184,C17072511678,NULL,95,NULL,0000S00671,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
176,186,C17072528349,NULL,95,NULL,104110W013,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
177,187,C17072520400,NULL,95,NULL,136010I273,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
178,198,C17072552845,NULL,95,NULL,251915C175,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
179,202,C17072564787,NULL,95,NULL,362003A656,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
180,203,C17072527863,NULL,95,NULL,190115SB51,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
181,208,C17072512321,NULL,95,NULL,250115J213,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
182,223,C17072514853,NULL,95,NULL,0000S00075,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
183,229,C17072525920,NULL,95,NULL,102010H092,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
184,230,C17072523917,NULL,95,NULL,0000I00152,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
185,245,C17072517247,NULL,95,NULL,C10700K012,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
186,252,C17072513034,NULL,95,NULL,E00047,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
187,257,C17072556412,NULL,95,NULL,400001N058,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
188,264,C17072570001,NULL,95,NULL,Y00024,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
189,270,C17072528065,NULL,95,NULL,4.00E+68,NULL,NULL,NULL,1,NULL,48:25.1,NULL,NULL,NULL,NULL,95
