CompanyMaster_FK_ID,ProductId,ProductName,Category,ProductType,Description,HSCode,IsConsumable,DefencePlatform,TechArea
2670,,BLANK FOR AFT CLOSURE-751,,,,,,,
2670,,AFT CLOSURE BLANK FOR HEAT-551,,,,,,,
8533,,FORGING,,,,,,,
3598,,JACKET,,,,,,,
2838,,VALVES/ COCKS,,,,,,,
7208,,FABRIC NYLON 66 BREATHABLE POLY URETHANE COATED DISRUPTIVE ARMY CAMOUFLAGE PATTERN 85GSM WIDE 180cm,,,,,,,
3598,,TANK EXTERNAL FOURTH,,,,,,,
2670,,SET OF 14 ITEMS WITH PERFORATED DISC.,,,,,,,
2670,,PLUNGER BLANK FOR 84 HEAT-551,,,,,,,
4555,,RECTIFIER / TRANSFORMERS,,,,,,,
2670,,BANGALORE TORPEDO 38MMX2M MK-2EMPTY,,,,,,,
3598,,TANK EXTERNAL OIL,,,,,,,
2670,,BOOSTER CUP & PIN FOR 84 MM HEAT-551,,,,,,,
2170,,FABRICATED COMPONENT,,,,,,,
3598,,TANK OIL REPLENSHING,,,,,,,
4668,,ELECTRIC / ELECTRONIC CONTROL  &   POWER PANEL,,,,,,,
7176,,FABRIC POLYESTER WHITE WIND CHEATER 115 GSM WIDTH 150CM MIN,,,,,,,
3598,,RING,,,,,,,
2670,,"BLANK FOR BODY OF PDM-155, DRG NO.",,,,,,,
5321,,ELECTRIC CABLE/WIRE,,,,,,,
7176,,OUTER SHELL FABRIC OUTER JACKET NYLON 95 GSM LAMINATED WITH 15 MICRON TPU ON REVERSE SIDE WIDTH 150CM MIN PANTONE SHADE NO 19 0511 TPX,,,,,,,
7176,,OUTER AND INNER SHELL NYLON FABRIC INNER JACKET NYLON 60 GSM WIDTH 150 CM MIN PANTONE SHADE NO 19 0511 TPX,,,,,,,
8886,,OIL ALUMINIUM CUTTING WITH PROPERTI,,,,,,,
3455,,ELECTRIC / ELECTRONIC CONTROL  &   POWER PANEL,,,,,,,
942,,PVC SHEET,,,,,,,
3598,,SHAFT DRIVEN,,,,,,,
9681,,PUMPS-CENTRIFUGAL,,,,,,,
9781,,Polyester fleece fabric knitted O G 150 cm min,,,,,,,
1218,,PAINT,,,,,,,
9781,,INNER LINING KNITTED FABRIC OUTER JACKET POLYESTER 145 GSM WIDTH 150 CM MIN,,,,,,,
3598,,SHAFT WITH GEAR,,,,,,,
3598,,PINION PLANET,,,,,,,
1045,,Yarn Wool Polyamide (80:20) 240 Tex OG,,,,,,,
1045,,Yarn Wool Polyamide (80:20) 240 Tex Red,,,,,,,
3598,,DISC THRUST,,,,,,,
10852,,FABRICATED COMPONENT,,,,,,,
4594,,CASTING,,,,,,,
9981,,HIRE OF BUS/CAR,,,,,,,
3599,,DRAWING / DESIGN / CONSULTANCY,,,,,,,
4172,,LUBRICANT & GREASE,,,,,,,
2292,,STEEL,,,,,,,
554,,ELECTRIC CABLE/WIRE,,,,,,,
9314,,FIRE DETECTION,,,,,,,
10232,,MODULAR ACCOMODATION,,,,,,,
10778,,CAP AND LOCK BOTTOM F1301-905060-P,,,,,,,
10778,,BASE PLATE 7.8 MM FOR HEAT/TPT,,,,,,,
10778,,BASE PLATE 8.5 MM FOR HE/ILLG,,,,,,,
7114,,WOOD,,,,,,,
10778,,SECURING RING F1301-044440-G,,,,,,,
8814,,FORGING,,,,,,,
191,,CASTING,,,,,,,
10778,,INSUL.HOUSING F-1301-905060-P,,,,,,,
10235,,BREATHING APPARATUS - COMPRESSED AIR/BELLOW TYPE,,,,,,,
7074,,ELEC. CABLING & FITTING,,,,,,,
2930,,"CABLE HANGER, CABLE TRAYS",,,,,,,
3336,,BEARING,,,,,,,
1836,,INSULATING MATERIAL,,,,,,,
8483,,COMPUTER SOFTWARE,,,,,,,
6851,,Machining components,,,,,,,
2367,,GALVANIZING,,,,,,,
10980,,FABRICATION,,,,,,,
6851,,Moulding,,,,,,,
2901,,"SHACKLES, HOOKS",,,,,,,
6851,,Fabrication,,,,,,,
513,,PIPE FITTINGS,,,,,,,
6851,,Electro Mechanical works,,,,,,,
5703,,FABRICATED COMPONENT,,,,,,,
2266,,BOLTS & NUTS,,,,,,,
4602,,PUMP,,,,,,,
5303,,MACHINED COMPONENTS,,,,,,,
5715,,FABRICATION,,,,,,,
9329,,PRINTING LETTER PRESS,,,,,,,
375,,STEEL,,,,,,,
9021,,FILTERS/STRAINERS,,,,,,,
147,,FORGING,,,,,,,
2102,,FABRICATED COMPONENT,,,,,,,
6328,,CHIPPING/PAINTING/CLEANING,,,,,,,
3544,,ELECTRODES,,,,,,,
193,,STEEL,,,,,,,
180,,CRANE,,,,,,,
1472,,PAINT,,,,,,,
8621,,"Power Distribution Board, Lighting Distribution Board, Auto Changeover Switch,  Shore Supply Connection Box, Energy Distribution Center, Starter Panels, Distribution Board, Emergency Switchboards, Junction Boxes, Automatic Power Factor Correction Panels, Bus Ducts, PCC Panel, MCC Panel",,,,,,,
8388,,"INSULATION OF PIPES, COMPARTMENTS",,,,,,,
8548,,DRAWING / DESIGN / CONSULTANCY,,,,,,,
8027,,VALUATION SERVICES AND SCRAP DISPOSAL,,,,,,,
7711,,ELECTRIC / ELECTRONIC CONTROL & POWER PANEL,,,,,,,
8484,,SAFETY SURVEILLANCE,,,,,,,
2351,,FABRICATED COMPONENT,,,,,,,
3179,,STEEL,,,,,,,
1939,,PAINT,,,,,,,
8306,,COMPOSITE SUPER STRUCTURE,,,,,,,
5690,,FABRICATED COMPONENT,,,,,,,
5024,,ELECTRONIC MEASURING & SPECIAL INSTRUMENTS,,,,,,,
7100,,TRANSPORT HIRE OF LORRY,,,,,,,
8875,,LOGISTIC SUPPORT,,,,,,,
3915,,ELECTRIC / ELECTRONIC CONTROL  &   POWER PANEL,,,,,,,
4909,,ELECTRODES,,,,,,,
3387,,NAVIGATIONAL LIGHTS,,,,,,,
6215,,FABRICATED COMPONENT,,,,,,,
256,,GEARS,,,,,,,
1226,,LUBRICANT & GREASE,,,,,,,
9671,,FIRE FIGHTING PUMP,,,,,,,
8023,,COMPUTER SOFTWARE,,,,,,,
8489,,REPAIR / CALIBRATION OF INSTRUMENTS,,,,,,,
2534,,FABRICATED COMPONENT,,,,,,,
2051,,PAINT,,,,,,,
1449,,PAINT,,,,,,,
3913,,PUMPS,,,,,,,
1648,,Deltamethrin 2.5 % SC Flow,,,,,,,
7715,,SAND/GRIT/QUARTZ BLASTING,,,,,,,
2457,,FORGING,,,,,,,
1648,,Pyriproxyfen 0.5 % GR,,,,,,,
3578,,SHIP REPAIR (ELECTRICAL WORK),,,,,,,
3308,,DIESEL GENERATING SET,,,,,,,
6216,,PLUMBING WORK,,,,,,,
832,,DAFC-30,,,,,,,
1994,,BULLET PROOF GLASS,,,,,,,
3449,,SHIP REPAIR (A.C. & REFRIGERATION PLANT ETC.),,,,,,,
832,,DAFC-50,,,,,,,
8217,,BTI WP 5%,,,,,,,
8413,,FLANGES (FERROUS),,,,,,,
8217,,BTI 5% AS,,,,,,,
2302,,ERW STEEL PIPE,,,,,,,
9345,,HEAD SET FOR FDR/CVR,,,,,,,
6632,,DAFC-30,,,,,,,
6632,,DAFC-50,,,,,,,
6632,,DAFC-60,,,,,,,
1313,,PAint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Black,,,,,,,
1313,,H1(a)/8010-007482 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel/Azure Blue ISC-104,,,,,,,
1313,,H1(a)/8010-007484 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel/Azure Blue ISC-101,,,,,,,
1313,,H1(a)/8010-007485 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Light Buff SC-358,,,,,,,
1313,,H1(a)/8010-007486 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Deep Cream ISC-353,,,,,,,
1313,,H1(a)/8010-007487 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Eau-De-Nil ISC-216,,,,,,,
1976,,TUBULAR POLYTHENE ROLLS,,,,,,,
1313,,H1(a)/8010-007488 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel See Green ISC-217,,,,,,,
7129,,AUTO SURFACER RAPID,,,,,,,
1313,,H1(a)/8010-007490 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Dark Admiralty Grey ISC-632,,,,,,,
1313,,H1(a)/8010-007489 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Middle Brunswick Green ISC-226,,,,,,,
5524,,DEW POINT AND RH INSTRUMENT,,,,,,,
2596,,AIR CONNECTOR,,,,,,,
2407,,BALANCE WEIGHT -8,,,,,,,
2596,,INTAKE MANIFOLD,,,,,,,
397,,EPE FOAM ROLL,,,,,,,
1313,,H1(a)/8010-007491 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Light Admiralty Grey ISC-697,,,,,,,
2843,,INTERCOOLER,,,,,,,
943,,SEWING THREAD SPUN POLYESTER OG,,,,,,,
2843,,OIL COOLER,,,,,,,
1313,,H1(a)/8010-007492 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Signal red ISC-537,,,,,,,
1313,,H1(a)/8010-007493 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel White,,,,,,,
2863,,BOLT,,,,,,,
2863,,SCREW,,,,,,,
1313,,H1(a)/8010-007494 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Golden Yellow ISC-356,,,,,,,
1313,,H1(a)/8010-007495 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Green Grass ISC-218,,,,,,,
1313,,H1(a)/8010-007496 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel dark Brow ISC-412,,,,,,,
1313,,H1(a)/8010-007497 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Red Oxide ISC-446,,,,,,,
1313,,H1(a)/8010-007498 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Middle Stone ISC-362,,,,,,,
1313,,H1(a)/8010-007499 Paint RFU Finishing Air Drying Brushing/Spraying Synthetic Enamel Olive Green ISC-220,,,,,,,
948,,SHIRTING ANGOLA DRAB,,,,,,,
971,,FABRIC NYLON,,,,,,,
3033,,BRACKET FUEL FILTER,,,,,,,
985,,FABRIC GREEN,,,,,,,
3033,,BRACKET MUFFLER,,,,,,,
3105,,PIN CAM FOLLOWER,,,,,,,
1003,,POLYESTER ROUND MESH,,,,,,,
1037,,BUTTON PLASTIC,,,,,,,
3191,,OIL PUMP,,,,,,,
3191,,WATER PUMP,,,,,,,
1038,,NICKEL COATED SNAP,,,,,,,
3195,,PISTON RING,,,,,,,
934,,FAB. OF NET MOSQUITO,,,,,,,
982,,Shirting Angola Drab Poly Wool 152 cm,,,,,,,
13047,,BLDC FAN CONTROLLER SUITABLE,,,,,,,
13047,,BRUSHLESS DC ELECTRIC CELING,,,,,,,
5877,,COTTON KNITTED SEAMLESS HAND GLOVES,,,,,,,
3228,,INTAKE VALVE,,,,,,,
13661,,STREP FILE (PLASTIC FOLDER),,,,,,,
13873,,PAPER CRAFT,,,,,,,
3228,,EXHAUST VALVE,,,,,,,
947,,INNER LINING KNITTED FABRIC OUTER JACKET POLYESTER 145 GSM WIDTH 150 CM MIN,,,,,,,
947,,Polyester fleece fabric knitted O G 150 cm min,,,,,,,
3372,,BALL BEARING,,,,,,,
7405,,ABHYAS MEMS BASED INTERNAL NAV SYS,,,,,,,
3372,,NEEDLE ROLLER BEARING,,,,,,,
990,,OUTER SHELL FABRIC OUTER JACKET NYLON 95 GSM LAMINATED WITH 15 MICRON TPU ON REVERSE SIDE WIDTH 150CM MIN PANTONE SHADE NO 19 0511 TPX,,,,,,,
990,,OUTER AND INNER SHELL NYLON FABRIC INNER JACKET NYLON 60 GSM WIDTH 150 CM MIN PANTONE SHADE NO 19 0511 TPX,,,,,,,
3496,,OIL FILTER,,,,,,,
13826,,PAPER MAP LITHO (A-4),,,,,,,
990,,CLOTH DRILL COTTON DISRUPTIVE PATTERN VAT PRINTED FOR BANDOLIERS WIDTH 142 CM MIN,,,,,,,
3496,,FUEL FILTER,,,,,,,
13724,,PIANO SWITCH SA 250V,,,,,,,
2951,,MILLING CUTTER,,,,,,,
3653,,INTAKE VALVE SEAT,,,,,,,
14223,,"ALU POWDER HV GR.1, 60BSS",,,,,,,
14223,,"ALU POWDER HV GR.1, 125M JSS-1370-03",,,,,,,
6690,,DOUBLE SIDED ADHESIVE TAPE,,,,,,,
3653,,EXHAUST VALVE SEAT,,,,,,,
832,,Hydroulic Break Fluid Heavy Duty Type-1,,,,,,,
832,,Oil Mineral Hydraulic Buffer (OMHB),,,,,,,
832,,Fluid Automotive Transmission Type 'A' Suffix A,,,,,,,
4053,,SPRING INTAKE VALVE,,,,,,,
832,,Gear Lubricants Multi purpose 80W90 EP Type GL-5,,,,,,,
14223,,"REFRIGERANT 113, GOAT 23844-79",,,,,,,
2481,,"ALU POWDER HV GR.1, 125M JSS-1370-03",,,,,,,
2481,,"ALU POWDER HV GR.1, 60BSS",,,,,,,
4176,,TUBE OIL SUPPLY,,,,,,,
2482,,COMBUSTABLE COMPONENT FOR 125 MM,,,,,,,
2482,,GUN POWDER G-12 FOR 125 MM FSAPDS PR,,,,,,,
2482,,GUN POWDER G-12 JSS-1376-05:2019,,,,,,,
2482,,GUN POWDER SUPLHUR FREE MEALED,,,,,,,
4176,,SPILL TUBE,,,,,,,
1636,,"BLACK POWER KZDP-2, GOST 1028-79",,,,,,,
4352,,CENTRIFUGAL OIL FILTER,,,,,,,
1636,,"BLACK POWER DRP-2, GOST 1028-79",,,,,,,
13350,,NICKEL PLATING SALT,,,,,,,
5109,,HOUSING WATER PUMP,,,,,,,
5109,,CONNECTOR,,,,,,,
1380,,ZIRCONIUM  METAL POWDER 3 MICRON TY-A,,,,,,,
5109,,CLUTCH OPERATING LEVER,,,,,,,
5109,,COVER,,,,,,,
15508,,HYLOMAR INSTANT GASKET,,,,,,,
5639,,CYLINDER LINER,,,,,,,
1433,,ARALDITE,,,,,,,
5639,,OIL COOLER COVER,,,,,,,
2245,,AFT CLOSURE BLANK FOR HEAT-551,,,,,,,
2245,,"EMPTY SWITCH NO,05",,,,,,,
5639,,GEAR CASE,,,,,,,
2245,,FUZE BASE TO DRG. NO.F1321-309410-F,,,,,,,
2245,,TRACER & IGNITER SHELL NO. 14MK6N,,,,,,,
2245,,CARTG EOFE 3 PIN NO.1 MK-3,,,,,,,
5649,,SHAFT ROCKER ARM,,,,,,,
5828,,RING GEAR,,,,,,,
5828,,GEAR RIM,,,,,,,
5650,,SCREW,,,,,,,
5650,,UNION PIECE,,,,,,,
5650,,CABLE CLIP,,,,,,,
5650,,CLAMP,,,,,,,
5829,,CLUTCH BOOSTER,,,,,,,
5918,,GAUGE OIL LEVEL,,,,,,,
6443,,CYLINDER LINER TUFFTRIDING,,,,,,,
8877,,TEMPERATURE SENSOR,,,,,,,
8877,,STOP SOLENOID,,,,,,,
10109,,GASKET BANJO,,,,,,,
10109,,SEALING RING,,,,,,,
14291,,EXHAUST PIPE FRONT,,,,,,,
14291,,EXHAUST PIPE REAR,,,,,,,
3598,,RACK TANK FRONT,,,,,,,
3598,,PLUG,,,,,,,
3598,,BOX FOR SPTA 3RD EXTERNAL,,,,,,,
3598,,LH MANIFOLD,,,,,,,
3598,,MANIFOLD AIRLINE,,,,,,,
3598,,BOX STOWAGE VEHICULAR,,,,,,,
3598,,TRACK COUPLING DEVICE,,,,,,,
3598,,VALVE FLOW CONTROL,,,,,,,
3598,,RH MANIFOLD,,,,,,,
3598,,CONNECTING LING RIGID,,,,,,,
3598,,DE-AERATION TANK,,,,,,,
3598,,ASSEMBLY LEVER  (130-046-560-044),,,,,,,
3598,,RATCHET WHEEL,,,,,,,
3598,,BRACKET ASSY LH,,,,,,,
3598,,LUG,,,,,,,
3598,,OIL CAN,,,,,,,
3598,,CAM SHAFT,,,,,,,
3598,,CYLINDER ASSY ACTUATING LINEAR.,,,,,,,
3598,,SPIDER UNIVERSAL JOINT VEHICULAR,,,,,,,
359,,ROBOT UPGRADATION CONTROLLER,,,,,,,
3598,,SHAFT INJECTION PUMP DRIVE,,,,,,,
3598,,PUMP HYDRAULIC RAM HAND DRIVEN,,,,,,,
3598,,PUMP HYDRAULIC RAM ASSY,,,,,,,
3598,,ASSY WATER TANK 55 LITERS,,,,,,,
218,,EXHAUST CAM SHAFT,,,,,,,
218,,INTAKE CAM SHAFT,,,,,,,
218,,THROW OUT DEVICE,,,,,,,
218,,WASHER,,,,,,,
218,,"STRAP , LOCKING",,,,,,,
688,,HANDHELD DIGITAL MULTIMETER,,,,,,,
218,,BUSHING,,,,,,,
9184,,"Rear Iron Sight for 716 Sig Aslt Rifle Cat Part No NIV, Rear Iron Sight",,,,,,,
218,,SHAFT PLANET PINION,,,,,,,
218,,BOLT,,,,,,,
3313,,CAPSTAN,,,,,,,
218,,SHAFT DRIVEN SUCTION PUMP GEAR,,,,,,,
392,,OFFSHORE PATROL VESSEL (OPV),,,,,,,
218,,SHAFT GEAR RIGHT HAND,,,,,,,
14409,,UNINTERRUPTED POWER SUPPLY WITH AUTOMATIC,,,,,,,
218,,SHAFT GEAR LEFT HAND,,,,,,,
14409,,TONER CARTRIDGE,,,,,,,
7273,,COMPUTER RADIOGRAPHY,,,,,,,
218,,RING,,,,,,,
251,,COMPRESSOR,,,,,,,
13537,,OVER EAR WIRED STEREO HEADSET WITH MICROIPHONE,,,,,,,
10204,,FREQUENCY TESTING MACHINE,,,,,,,
832,,DAFC-30 (Glycol Base Antifreez Coolant),,,,,,,
832,,DAFC-50 (Glycol Base Antifreez Coolant),,,,,,,
13933,,BAND SAW BLADE TO SPECN HSS BIMETALIC M42,,,,,,,
218,,FLANGE THRUST,,,,,,,
15410,,STEEL ROD TO SPECN SANDVIK 4C 27A,,,,,,,
15410,,CHEMICAL RESISTANT FRP LINING 3MM,,,,,,,
15410,,STAINLESS STEEL SHEET ANGLE SIZE 35 X 35 X 5,,,,,,,
1235,,Grease Molybdenum Disulphide,,,,,,,
218,,DISC THRUST,,,,,,,
9979,,UPGRADATION OF DIGIWEB SERVER,,,,,,,
1235,,Industrial Grease Lithuim Base Regular Grade-3 (IGLBR Gd-3),,,,,,,
13307,,BARE PUMP KSB MAKE MODEL ETN,,,,,,,
1235,,Grease LG-320 Grade-1,,,,,,,
218,,BUSHING REAR RIGHT HAND,,,,,,,
1235,,Grease LG-280 Grade-2,,,,,,,
14083,,GRACO NEEDLE ELECTRODE AS PER GRACO PART,,,,,,,
14083,,S.S.304 CONTAINER FOR READY MIX PAINT,,,,,,,
8725,,COMPRESSOR,,,,,,,
1235,,Gear Lubricant Multi purpose 80W90 EP Type GL-5,,,,,,,
218,,LOCK PIN,,,,,,,
1235,,Gear Lubricant Multi purpose 85W140 EP Type GL-5,,,,,,,
1235,,Gear Oil SAE-140 EP Type GL-5,,,,,,,
1235,,Oil OX-52,,,,,,,
1235,,Oil OX-13,,,,,,,
6788,,SPARES FOR COMPRESSOR,,,,,,,
1235,,Oil C-70,,,,,,,
218,,BODY,,,,,,,
9793,,IP67 PROTECTED FLAT ANVIL TYPE DIGITAL MICROMETER,,,,,,,
1235,,Protective PX-6,,,,,,,
9793,,BENCH VICE FOR EXT MEASURE WITH DIGITAL DISP.,,,,,,,
9793,,CALBRATION SERVICE AND REPAIR OF DIGITAL DIAL,,,,,,,
1207,,DECORATIVE LAMINATES,,,,,,,
9793,,ROBUST CONTRUCTION DIGITAL INDICATOR RANGE,,,,,,,
218,,SCREW,,,,,,,
4637,,SPARE PUMP FOR ROBOT WATER RECIRUCLATION,,,,,,,
2600,,DK.BHD.TUBE / GLAND / SOCKET.,,,,,,,
4987,,CNC WIRE CUT EDM MACHINE,,,,,,,
15605,,WHOLE JOB FOR REMOVAL OF GARBAGE,,,,,,,
15605,,LABOUR CONTRACT FOR UN-SKILLED LABOURERS,,,,,,,
2084,,DK.BHD.TUBE / GLAND / SOCKET.,,,,,,,
12266,,Rod Cleaning Small Arms CAT Part No. B1/1005-560440,,,,,,,
9087,,ANSYS SOFTWARE,,,,,,,
1232,,Gear Lubricants Multi Purpose 85W140 EP Type GL-5,,,,,,,
12965,,BIN FOR OVERFLOW MATERIAL CFF,,,,,,,
1232,,Oil OX-52,,,,,,,
12965,,BASKET FOR RINSING TO DRAWING NO.FS-845/3B,,,,,,,
218,,SHAFT STRAIGHT,,,,,,,
1232,,Oil OX-13,,,,,,,
3515,,BIN FOR HANDLING SCRAP,,,,,,,
313,,EXHAUST DETUNER ASSEMBLY OF TEST CELL,,,,,,,
387,,DOORS WT / NWT,,,,,,,
13767,,DRUM CARTRIDGE FOR XEROX,,,,,,,
1232,,Gear Lubricants Multi Purpose 80W90 EP Type GL-5,,,,,,,
2957,,EXPANSION BELLOW,,,,,,,
1232,,Grease XG-280,,,,,,,
1816,,EXPANSION BELLOW,,,,,,,
13595,,GRAPHITE SHAFT ASSEMBLY,,,,,,,
13595,,ROTOR ASSEMBLY FOR DEGASSING OF ERMAT,,,,,,,
3206,,EXPANSION BELLOW,,,,,,,
10737,,EXPANSION BELLOW,,,,,,,
9,,ELECTROLYTIC CATHOIDE COPPER CONFORMING,,,,,,,
65,,Multi Grade Engine Oil 10W30 API CF-4 (EDL-4),,,,,,,
6640,,FENDER (RUBBER),,,,,,,
65,,Multi Grade Engine Oil 15W40 API CF-4 (EDL-4),,,,,,,
6286,,CAPCELL WITH ADHESIVE SIZE 215 MM X 178,,,,,,,
4818,,FILTERS / STRAINERS,,,,,,,
65,,Multi Grade Engine Oil 20W40 EPL-4/EDL-4,,,,,,,
8715,,FILTERS / STRAINERS,,,,,,,
65,,Multi Grade Engine Oil 20W50 EPL-4/EDL-4,,,,,,,
13472,,4GB DDR-3 RAM,,,,,,,
7082,,DRAWING / DESIGN / CONSULTANCY,,,,,,,
65,,Gear Lubricants Multi Purpose 80W90 EP Type GL-5,,,,,,,
3563,,Magazine Assembly,,,,,,,
14488,,CARTRIDGE OF 3.1 RATION CONUNTERBALNCE VALVE SUN,,,,,,,
1684,,GASKET / PACKING,,,,,,,
6537,,FIRE DETECTION SYSTEM,,,,,,,
65,,"Fluid Automotive Transmission Type ""A"" Suffix A",,,,,,,
14488,,SUPPLY AND INSTALLATION OF OPENWELL SUBMERSIBLE,,,,,,,
14488,,REPAIRING WORK OF WATER PRESSURE BOOSTER,,,,,,,
65,,Multi Grade Engine Oil 50W40 API CH-4 Combined with MB 228.3 (EDL-7),,,,,,,
2848,,GASKET / PACKING,,,,,,,
65,,Multi Grade Engine Oil 10W30 EPL-4/EDL-7,,,,,,,
3864,,PREWELDED BIMETALLIC BAND SAW BLADES,,,,,,,
3864,,BAND SAW BLADE TO SPECN HSS BIMETALIC M42,,,,,,,
65,,Multi Grade Engine Oil 20W50 EPL-4/EDL-7,,,,,,,
3864,,METAL CUTTING BAND SAW BLADE,,,,,,,
48,,Boot Winter Furlined and Boot Flyer’s- MK-4.  Boot Flyer’s MK4 Aeromedical Specification -54( Modified-2024,,,,,,,
2230,,STEEL,,,,,,,
65,,Multi Grade Engine Oil 15W40 EPL-4/EDL-7,,,,,,,
13260,,TURNING SE COSIST OF APPLITE MAKE HOLDER,,,,,,,
5653,,MECHANICAL SEALS,,,,,,,
8939,,LASER SCANNERS & STRUCTURED LIGHT SCANNING SYSTEM,,,,,,,
6316,,STEEL,,,,,,,
7324,,TRANSPORTATION OF DEFENCE STORES,,,,,,,
2029,,INSULATING MATERIAL (CERAMIC),,,,,,,
9534,,FUEL BOWSER 10 KL CAPACITY,,,,,,,
6316,,GAS CUTTING & WELDING EQPT,,,,,,,
1686,,INSULATING MATERIAL,,,,,,,
5324,,COMPUTER & ACCESSORIES,,,,,,,
2000,,SUPPLY OF FRP PRODUCTS,,,,,,,
7075,,PROPELLER,,,,,,,
1236,,COMPRESSOR,,,,,,,
12328,,HEAT EXCHANGER,,,,,,,
9664,,INSULATION TAPE,,,,,,,
8669,,INDUSTRIAL RESIN,,,,,,,
6706,,NAVIGATION,,,,,,,
5683,,MACHINED COMPONENTS,,,,,,,
1446,,SHIP DECK COVERING,,,,,,,
1751,,RESILIENT & SHOCK MOUNTINGS,,,,,,,
9659,,FILTERS/STRAINERS,,,,,,,
9028,,RESILIENT & SHOCK MOUNTINGS,,,,,,,
9360,,CASTING,,,,,,,
4091,,RESILIENT & SHOCK MOUNTINGS,,,,,,,
6794,,PUMP - HAND,,,,,,,
3393,,FABRICATED COMPONENT,,,,,,,
1769,,RUBBER-STRIPS /LIPS /GASKET,,,,,,,
3973,,ELECTRIC LAMPS/TUBES,,,,,,,
6960,,FABRICATED COMPONENT,,,,,,,
463,,AUTO TELEPHONE SYSTEM,,,,,,,
7116,,MOBILE RADIO TRUNKING SERVICE,,,,,,,
4118,,WATER SEPARATOR,,,,,,,
3219,,CYLINDER - HYDRAULIC / PNEUMATIC,,,,,,,
1759,,RUBBER MOULDED ITEMS,,,,,,,
8651,,SPARES FOR DIESEL ENGINE/D.G.SETS,,,,,,,
2479,,CASTING,,,,,,,
3366,,Springs and other components,,,,,,,
9164,,CASTING,,,,,,,
9164,,HIRING OF DEHUMIDIFICATION EQUIPMENT,,,,,,,
8179,,THERMAL IMAGING CAMERAS,,,,,,,
1308,,STEEL,,,,,,,
5091,,RIG FOR CHECKING FEEDBACK OF SENSORS,,,,,,,
145,,JUNIOR EXECUTIVE CHAIR,,,,,,,
3763,,COOLAN FILTRATION SYSTEM,,,,,,,
5440,,ULTRASONIC CLEANING BATH,,,,,,,
4738,,CABLE 22 AWG,,,,,,,
2691,,STEEL BAR,,,,,,,
1936,,MOORING KIT-LCH,,,,,,,
363,,Radio and Satcom Subsystem,,,,,,,
5529,,AIR CONDITIONING / VENTILATION,,,,,,,
5798,,INFANTRY COMBAT VEHICLE,,,,,,,
363,,Antenna Subsystem,,,,,,,
363,,Communication Interface/Transfer Subsystem,,,,,,,
363,,Audio Subsystem,,,,,,,
1275,,FRESH WATER GENERATOR / DISTILLATION PLANT,,,,,,,
363,,DATA SYSTEM-1 CCMT,,,,,,,
363,,DATA SYSTEM-2,,,,,,,
363,,GMDSS Subsystem,,,,,,,
363,,OBS for ACCS,,,,,,,
363,,B&D Spares for ACCS,,,,,,,
363,,Documentation of ACCS,,,,,,,
4080,,BACK SHELL,,,,,,,
5343,,DUAL FILAMENT LANDING LIGHT,,,,,,,
1234,,TRANSFORMER OIL,,,,,,,
455,,armour panel,,,,,,,
3738,,SCAFFOLDING MATERIALS,,,,,,,
1739,,RUBBER SHEETS,,,,,,,
1802,,TUBE,,,,,,,
2350,,"Fore sight Assembly, Lock retainer etc.",,,,,,,
1415,,RUBBER MOULDED ITEMS,,,,,,,
194,,ROPE - WIRE,,,,,,,
15356,,Electrical Goods,,,,,,,
5345,,V/UHF ANTENNA,,,,,,,
424,,WIRE ROPE ASSY SINGLE LEG,,,,,,,
146,,ROPE,,,,,,,
1364,,"Butt plastic, Grip pistol, Plastic Magazinne Assembly etc.",,,,,,,
2427,,HOSES/HOSE FITTINGS (NAVAL PATTERNISED),,,,,,,
132,,TYRE FOR CHETAK HELICOPTER,,,,,,,
17,,GEAR BOX,,,,,,,
5155,,MACHINING OF 84MM RL MK-III VENTURI,,,,,,,
3305,,COUPLING/CLUTCHES,,,,,,,
7231,,"PLATE SLING FRONT, LEAF REAR SIGHT, SPRING BOLT LOCKING, PULL THROUGH etc.",,,,,,,
236,,COUPLING/CLUTCHES,,,,,,,
2245,,BRASS PRESSING FOR PR.1A/L MAGAZINE TO DRG 1896/1g,,,,,,,
2346,,BEARING,,,,,,,
10358,,FRESH WATER GENERATOR / DISTILLATION PLANT,,,,,,,
