CompanyId,CompanyName,search_text
4006,WERYWIN MUNITIONS PRIVATE LIMITED,"WERYWIN MUNITIONS PRIVATE LIMITED WERYWIN MUNITIONS PRIVATE LIMITED WERYWIN MUNITIONS PRIVATE LIMITED Uttar Pradesh GH-08/11, Sector 11 Vrindavan Yojana 3 Raibareily Road,Lucknow,Lucknow,Uttar Pradesh,226002-India ; nan nan ; nan nan nan nan ; nan nan"
4007,COMPETENT CRIMPING MACHINERY PRIVATE LIMITED,"COMPETENT CRIMPING MACHINERY PRIVATE LIMITED COMPETENT CRIMPING MACHINERY PRIVATE LIMITED COMPETENT CRIMPING MACHINERY PRIVATE LIMITED Delhi 602, BLOCK -II, KIRTI APARTMENTS MAYUR VIHAR PHASE-I,DELHI,Delhi,110091-India ; nan nan ; nan nan nan nan ; nan nan"
4008,GLOBAL PRECISION PRIVATE LIMITED,"GLOBAL PRECISION PRIVATE LIMITED GLOBAL PRECISION PRIVATE LIMITED GLOBAL PRECISION PRIVATE LIMITED Delhi 9, SANSKRITI, KHASRA NOS-301/1 & 301/2, NEAR TANAYA GARDEN, BEHIND DAFFODIL HOTE,L, SATBARI,NEW DELHI,Delhi,110074-India ; ; nan nan nan nan ; nan nan"
4009,SAFEGUARD FIRE PROTECTIONS PRIVATE LIMITED,"SAFEGUARD FIRE PROTECTIONS PRIVATE LIMITED SAFEGUARD FIRE PROTECTIONS PRIVATE LIMITED SAFEGUARD FIRE PROTECTIONS PRIVATE LIMITED Chemical & Petroleum Products Chemical & Petroleum Products Delhi HOUSE NO 3 GROUND FLOOR BLK-B MANGLPURI IND AREA PH 2,DELHI,New Delhi,Delhi,110083-India ; ; nan nan nan ; CHARGE FIRE EXT, DRY POWDER 25 KG, DRY CHEMICAL POWDER 25 KG; CHARGE FIRE EXT, DRY POWDER 2KG DRY CHEMICAL POWDER 2KG; CHARGE FIRE EXTINGUISHER MECHANICAL FOAM, 9 LITRE PLAIN AQUEOUS FILM FORMING FOAM (AFFF) 550 ML; CHARGE, FIRE EXT, DRY POWDER 10 KG, DRY CHEMICAL POWDER 10 KG; CHARGE, FIRE EXT, DRY POWDER 50 KG, DRY CHEMICAL POWDER 50 KG; CHARGE, FIRE EXT, DRY POWDER 75 KG, DRY CHEMICAL POWDER 75 KG; CHARGE, FIRE EXTINGUISHER MECHANICAL FOAM, 50 LITRE CAPACITY, AQUEOUS FILM FORMING FOAM (AFFF) 3 LITRE; CHARGE, FIRE EXTINGUISHER MECHANICAL FOAM, 9 LITRE FOR HIGH ALTITUDE & SUB ZERO TEMPERATURE CONDITIONS UP TO MINUS 15 DEGREE C, AFFF 1000 ML MIXED WITH ETHYLENE GLYCOL 2500 ML; COMPOUND FOAM LIQUID AQUEOUS FILM FORMING TYPE 6 FREEZE PROTECTED TO MINUS 20 DEGEREE C IN 20 LITRE CONTAINER.; FIRE FIGHTING CHEMICALS; FOAM LIQUID, AQUEOUS FILM FORMING TYPE 6, FOR FIRE FIGHTING IN 20 LITRE CONTAINER"
4010,ASTROPHYSICS INDIA PRIVATE LIMITED,"ASTROPHYSICS INDIA PRIVATE LIMITED ASTROPHYSICS INDIA PRIVATE LIMITED ASTROPHYSICS INDIA PRIVATE LIMITED Delhi B-190, Phase-1 Okhla Industrial Area,Delhi,South Delhi,Delhi,110020-India ; nan nan ; nan nan nan nan ; nan nan"
4011,RAJ KESARI ELECTRODES PRIVATE LIMITED,"RAJ KESARI ELECTRODES PRIVATE LIMITED RAJ KESARI ELECTRODES PRIVATE LIMITED RAJ KESARI ELECTRODES PRIVATE LIMITED Rajasthan F-313 M.I.A., MADRI,UDAIPUR,Udaipur,Rajasthan,313003-India ; nan nan ; nan nan nan nan ; nan nan"
4012,ADVANCED HVAC SERVICES PRIVATE LIMITED,"ADVANCED HVAC SERVICES PRIVATE LIMITED ADVANCED HVAC SERVICES PRIVATE LIMITED ADVANCED HVAC SERVICES PRIVATE LIMITED Haryana FLAT NO-1102 BLOCK D1 THE PRANAYAM SECTOR-82-85 GREATER FARIDABAD-121007,FARIDABAD,Faridabad,Haryana,121007-India ; ; nan nan nan nan ; nan nan"
4013,BSS ADVANCE TECHNOLOGIES PRIVATE LIMITED,"BSS ADVANCE TECHNOLOGIES PRIVATE LIMITED BSS ADVANCE TECHNOLOGIES PRIVATE LIMITED BSS ADVANCE TECHNOLOGIES PRIVATE LIMITED Haryana 47 Sector 14,Gurgaon,Gurgaon,Haryana,122001-India ; nan nan ; nan nan nan nan ; nan nan"
4014,ACME MACHINERY (INDIA) PRIVATE LIMITED,"ACME MACHINERY (INDIA) PRIVATE LIMITED ACME MACHINERY (INDIA) PRIVATE LIMITED ACME MACHINERY (INDIA) PRIVATE LIMITED Maharashtra G-16, SHALIMAR INDUSTRIAL ESTATE, NEAR TATA POWER HOUSE, MATUNGA (WEST),MUMBAI,Mumbai City,Maharashtra,400019-India ; nan nan ; nan nan nan nan ; nan nan"
4015,AGRASEN ENGINEERING INDUSTRIES PRIVATE LIMITED,"AGRASEN ENGINEERING INDUSTRIES PRIVATE LIMITED AGRASEN ENGINEERING INDUSTRIES PRIVATE LIMITED AGRASEN ENGINEERING INDUSTRIES PRIVATE LIMITED Rajasthan Plot no. F-198-199, Road no. 9F V.K.I. Area,Jaipur,Jaipur,Rajasthan,302013-India ; nan nan ; nan nan nan nan ; nan nan"
4016,PRECISION MOULDS AND DIES PRIVATE LIMITED,"PRECISION MOULDS AND DIES PRIVATE LIMITED PRECISION MOULDS AND DIES PRIVATE LIMITED PRECISION MOULDS AND DIES PRIVATE LIMITED Delhi 129 JORBAGH,NEW DELHI,Delhi,110003-India ; nan nan ; nan nan nan nan ; nan nan"
4017,A M DESIGNS PRIVATE LIMITED,"A M DESIGNS PRIVATE LIMITED A M DESIGNS PRIVATE LIMITED A M DESIGNS PRIVATE LIMITED Gujarat Kathwada G.I.D.C., Road No. 5/A, Plot No. 24, Odhav Road,Ahmedabad,Gujarat,382430-India ; nan nan ; nan nan nan nan ; nan nan"
4018,POLYFAB FOAMS INDIA PVT LTD,"POLYFAB FOAMS INDIA PVT LTD POLYFAB FOAMS INDIA PVT LTD POLYFAB FOAMS INDIA PVT LTD Maharashtra S.No.160/8,Krishnai,Malwadi,Dehugaon,,Pune,Maharashtra,412109-India ; nan nan ; nan nan nan nan ; nan nan"
4019,SRI KOTESWARA CAM SYSTEMS PRIVATE LIMITED,"SRI KOTESWARA CAM SYSTEMS PRIVATE LIMITED SRI KOTESWARA CAM SYSTEMS PRIVATE LIMITED SRI KOTESWARA CAM SYSTEMS PRIVATE LIMITED Telangana PLOT NO.113 & 114,1-8-26/8/1, BEHIND ETDC, NORTH KAMALA NAGAR,,KUSHAIGUDA, HYDERABAD-62.,Telangana,000000-India ; ; nan nan nan nan ; nan nan"
4020,AEGIS VALVES INDUSTRIES PRIVATE LIMITED,"AEGIS VALVES INDUSTRIES PRIVATE LIMITED AEGIS VALVES INDUSTRIES PRIVATE LIMITED AEGIS VALVES INDUSTRIES PRIVATE LIMITED Gujarat BLOCK NO. 218, BAKROL (BUJARANG) OPP. N. K. INDUSTRIAL PARK, DHAMATVAN RO,AD,BAKROL, TAL.:- DASKROI,Gujarat,382210-India ; ; nan nan nan nan ; nan nan"
4021,GEARS AND GEAR DRIVES (INDIA) PRIVATE LIMITED,"GEARS AND GEAR DRIVES (INDIA) PRIVATE LIMITED GEARS AND GEAR DRIVES (INDIA) PRIVATE LIMITED GEARS AND GEAR DRIVES (INDIA) PRIVATE LIMITED Karnataka NO.31/2, M RAMAIAH COLONY, BANDAPURA VILLAGE OLD MADRAS ROAD, NEAR CHEEMASANDRA GATE,BANGALORE,Bangalore,Karnataka,560049-India ; ; nan nan nan nan ; nan nan"
4022,GAMZEN INFRASTRUCTURE PRIVATE LIMITED,"GAMZEN INFRASTRUCTURE PRIVATE LIMITED GAMZEN INFRASTRUCTURE PRIVATE LIMITED GAMZEN INFRASTRUCTURE PRIVATE LIMITED Maharashtra Old Bombay Pune Highway, Opp. Dhirubhai Ambani Hospital, Near Village Chowk, Nadhal, Kh,alapur,,Navi Mumbai,Maharashtra,410203-India ; nan nan ; nan nan nan nan ; nan nan"
4023,FRONIUS INDIA PRIVATE LIMITED,"FRONIUS INDIA PRIVATE LIMITED FRONIUS INDIA PRIVATE LIMITED FRONIUS INDIA PRIVATE LIMITED Mechanical Engineering Mechanical Engineering Maharashtra Plot No. 71/2/B,Pimpri Industrial Area, MIDC Bhosari,Pune,Pune,Maharashtra,411026-India ; ; nan nan nan ; Four nos of Welding Machines equipped with Fronius Contro"
4024,VMF ENGINEERS PRIVATE LIMITED,"VMF ENGINEERS PRIVATE LIMITED VMF ENGINEERS PRIVATE LIMITED VMF ENGINEERS PRIVATE LIMITED Telangana FLAT NO. 202, SAI'S AHLAADAM NEAR ESWAR VILLAS, NIZAMPET, KUKATPALLY,HYDERABAD,Telangana,500072-India ; ; nan nan nan nan ; nan nan"
4025,INDOCOOL COMPOSITES PRIVATE LIMITED,"INDOCOOL COMPOSITES PRIVATE LIMITED INDOCOOL COMPOSITES PRIVATE LIMITED INDOCOOL COMPOSITES PRIVATE LIMITED Tamil Nadu PLOT NO.40, 2ND AVENUE, PHASE II, ANNAI VELANKANNI NAGAR, MUGALIVAKKAM,CHENNAI,Chennai,Tamil Nadu,600125-India ; nan nan ; nan nan nan nan ; nan nan"
4026,GAYATRI TANKS & VESSELS PRIVATE LIMITED,"GAYATRI TANKS & VESSELS PRIVATE LIMITED GAYATRI TANKS & VESSELS PRIVATE LIMITED GAYATRI TANKS & VESSELS PRIVATE LIMITED Maharashtra Plot No. 65, Road No.2, Sector-1, Service Industrial Area,,New Panvel,Raigarh,Maharashtra,410206-India ; nan nan ; nan nan nan nan ; nan nan"
4027,SULZER INDIA PRIVATE LIMITED,"SULZER INDIA PRIVATE LIMITED SULZER INDIA PRIVATE LIMITED SULZER INDIA PRIVATE LIMITED Maharashtra GAT NO. 304, AT KONDHAPURI TALUKA SHIRUR,KONDHAPURI,Maharashtra,412209-India ; nan nan ; nan nan nan nan ; nan nan"
4028,EXCEL CALIBRATION PRIVATE LIMITED,"EXCEL CALIBRATION PRIVATE LIMITED EXCEL CALIBRATION PRIVATE LIMITED EXCEL CALIBRATION PRIVATE LIMITED Telangana Plot A-5/9, 01st Floor, Road No. 1,IDA Nacharam,Uppal,Hyderabad,Telangana,500076-India ; ; nan nan nan ; CALIBRATION OF SLIP GAUGE SETS."
4029,BESTALL MACHINING AND FABRICATION PRIVATE LIMITED,"BESTALL MACHINING AND FABRICATION PRIVATE LIMITED BESTALL MACHINING AND FABRICATION PRIVATE LIMITED BESTALL MACHINING AND FABRICATION PRIVATE LIMITED Maharashtra PLOT NO.85, D-3 BLOCK M.I.D.C., CHINCHWAD,PUNE,Maharashtra,411019-India ; nan nan ; nan nan nan nan ; nan nan"
4030,TRUSTEDWEAR TECH PRIVATE LIMITED,"TRUSTEDWEAR TECH PRIVATE LIMITED TRUSTEDWEAR TECH PRIVATE LIMITED TRUSTEDWEAR TECH PRIVATE LIMITED Bihar FLAT 314, ARA GARDEN REDIDENCY, ARA GARDEN ROAD,JAGDEO PATH MORE , BAILEY ROAD,Phulwari,Patna,Bihar,800014-India ; nan nan ; nan nan nan nan ; nan nan"
4031,STRAINWELL INDIA PRIVATE LIMITED,"STRAINWELL INDIA PRIVATE LIMITED STRAINWELL INDIA PRIVATE LIMITED STRAINWELL INDIA PRIVATE LIMITED Delhi 6, DSIDC COMPLEX JHILMIL INDUSTRIAL AREA,DELHI,East Delhi,Delhi,110095-India ; nan nan ; nan nan nan nan ; nan nan"
4032,STELLA INDUSSTRIES LIMITED,"STELLA INDUSSTRIES LIMITED STELLA INDUSSTRIES LIMITED STELLA INDUSSTRIES LIMITED Delhi UNIT NO. 389 VEGAS MALL, BLOCK-B PLOT NO - 6,SECTOR - 14 DWARKA,New Delhi,South West Delhi,Delhi,110075-India ; nan nan ; nan nan nan nan ; nan nan"
4033,SHIV MACHINE TOOLS PRIVATE LIMITED,"SHIV MACHINE TOOLS PRIVATE LIMITED SHIV MACHINE TOOLS PRIVATE LIMITED SHIV MACHINE TOOLS PRIVATE LIMITED Delhi E-2/16, WHITE HOUSE, ANSARI ROAD, DARYA GANJ,NEW DELHI,Delhi,110002-India ; nan nan ; nan nan nan nan ; nan nan"
4034,MITUTOYO SOUTH ASIA PRIVATE LIMITED,"MITUTOYO SOUTH ASIA PRIVATE LIMITED MITUTOYO SOUTH ASIA PRIVATE LIMITED MITUTOYO SOUTH ASIA PRIVATE LIMITED Delhi C-122 OKHLA IND. AREA PHASE-I,NEW DELHI,South Delhi,Delhi,110020-India ; ; nan nan nan nan ; nan nan"
4035,ARC AUTO-TECH PRIVATE LIMITED,"ARC AUTO-TECH PRIVATE LIMITED ARC AUTO-TECH PRIVATE LIMITED ARC AUTO-TECH PRIVATE LIMITED Delhi 26, Kamayni Kunj, Patparganj,New Delhi,New Delhi,Delhi,110092-India ; nan nan ; nan nan nan nan ; nan nan"
4036,MILKOR DEFENCE PRIVATE LIMITED,"MILKOR DEFENCE PRIVATE LIMITED MILKOR DEFENCE PRIVATE LIMITED MILKOR DEFENCE PRIVATE LIMITED Delhi OFFICE NO 519,5TH FLOOR CADDIE COMMERCIAL TOWER AEROCITY DELHI,NEW DELHI,New Delhi,Delhi,110037-India ; nan nan ; nan nan nan nan ; nan nan"
4037,IVCHENKO PROGRESS INDIA PRIVATE LIMITED,"IVCHENKO PROGRESS INDIA PRIVATE LIMITED IVCHENKO PROGRESS INDIA PRIVATE LIMITED IVCHENKO PROGRESS INDIA PRIVATE LIMITED Delhi 520, 5th Floor, Commercial Complex, Le Meridien Hotel,New Delhi,New Delhi,Delhi,110001-India ; nan nan ; nan nan nan nan ; nan nan"
4038,LOURENCO MARINE PRIVATE LIMITED,"LOURENCO MARINE PRIVATE LIMITED LOURENCO MARINE PRIVATE LIMITED LOURENCO MARINE PRIVATE LIMITED Goa S-20, 1st Phase, Verna Industrial Estate Verna, Salcete,Verna,South Goa,Goa,403722-India ; nan nan ; nan nan nan nan ; nan nan"
4039,HI-TECH ENGINEERING PVT LTD,"HI-TECH ENGINEERING PVT LTD HI-TECH ENGINEERING PVT LTD HI-TECH ENGINEERING PVT LTD Gujarat 788/793 KALOL-MEHSANAHIGHWAY VILLAGE -INDRA,AHMEDABAD,Gujarat,383341-India ; nan nan ; nan nan nan nan ; nan nan"
4040,CAPIOUS ROADTECH PRIVATE LIMITED,"CAPIOUS ROADTECH PRIVATE LIMITED CAPIOUS ROADTECH PRIVATE LIMITED CAPIOUS ROADTECH PRIVATE LIMITED Gujarat 1812 G I D C Estate Phase III, Vatva,Ahmedabad,Ahmedabad,Gujarat,382445-India ; nan nan ; nan nan nan nan ; nan nan"
4041,DEL PROCESS PUMPS PRIVATE LIMITED,"DEL PROCESS PUMPS PRIVATE LIMITED DEL PROCESS PUMPS PRIVATE LIMITED DEL PROCESS PUMPS PRIVATE LIMITED Gujarat PLOT NO 111,GIDC ESTATE,Wadhwancity,Surendra Nagar,Gujarat,363035-India ; nan nan ; nan nan nan nan ; nan nan"
4042,NEER ENTERPRISES PRIVATE LIMITED,"NEER ENTERPRISES PRIVATE LIMITED NEER ENTERPRISES PRIVATE LIMITED NEER ENTERPRISES PRIVATE LIMITED Gujarat 233/2, Mangal Nagar, Opp. Saraswati Vidya Mandir, Near Shashtri Nagar, N. H. No. 8, Rakhia,l,,Ahmedabad,Gujarat,380023-India ; nan nan ; nan nan nan nan ; nan nan"
4043,NILES ENGINEERING WORKS PRIVATE LIMITED,"NILES ENGINEERING WORKS PRIVATE LIMITED NILES ENGINEERING WORKS PRIVATE LIMITED NILES ENGINEERING WORKS PRIVATE LIMITED Haryana SHED NO.12 31C, DLF INDUSTRIAL AREA, PHASE-1,FARIDABAD,Haryana,121003-India ; nan nan ; nan nan nan nan ; nan nan"
4044,HACO MACHINERY PRIVATE LIMITED,"HACO MACHINERY PRIVATE LIMITED HACO MACHINERY PRIVATE LIMITED HACO MACHINERY PRIVATE LIMITED Haryana Plot No 122A, Sector-6 HSIIDC, IMT,Bawal,Rewari,Haryana,123501-India ; ; nan nan nan nan ; nan nan"
4045,SKYTEX UNMANNED AERIAL SOLUTIONS PRIVATE LIMITED,"SKYTEX UNMANNED AERIAL SOLUTIONS PRIVATE LIMITED SKYTEX UNMANNED AERIAL SOLUTIONS PRIVATE LIMITED SKYTEX UNMANNED AERIAL SOLUTIONS PRIVATE LIMITED Haryana 488/16, KALI DEVI ROAD,HANSI,Hissar,Haryana,125033-India ; nan nan ; nan nan nan nan ; nan nan"
4046,UMR TECH PRIVATE LIMITED,"UMR TECH PRIVATE LIMITED UMR TECH PRIVATE LIMITED UMR TECH PRIVATE LIMITED Haryana Plot No-137/138. Gali No 3, Basai Industries area Part 1,GUrgaon,Gurgaon,Haryana,122001-India ; nan nan ; nan nan nan nan ; nan nan"
4047,THREAD GAUGE PRODUCTS PRIVATE LIMITED,"THREAD GAUGE PRODUCTS PRIVATE LIMITED THREAD GAUGE PRODUCTS PRIVATE LIMITED THREAD GAUGE PRODUCTS PRIVATE LIMITED Karnataka No. 25,26,27, Bommanahalli layout, Bommanahalli,Bangalore,Bangalore,Karnataka,560068-India ; ; nan nan nan nan ; nan nan"
4048,THERELEK ENGINEERS PRIVATE LIMITED,"THERELEK ENGINEERS PRIVATE LIMITED THERELEK ENGINEERS PRIVATE LIMITED THERELEK ENGINEERS PRIVATE LIMITED Karnataka 70-71 III PHASE PEENYA INDUST-RIAL AREA, BANGALORE KARNATAKA,BANGALORE,Karnataka,560058-India ; ; nan nan nan nan ; nan nan"
4049,OTTO BILZ (INDIA) PRIVATE LIMITED,"OTTO BILZ (INDIA) PRIVATE LIMITED OTTO BILZ (INDIA) PRIVATE LIMITED OTTO BILZ (INDIA) PRIVATE LIMITED Karnataka # 5A-5B/6A, KIADB INDUSTRIAL AREA, DODDABALLAPUR,,BANGALORE,Bangalore Rural,Karnataka,561203-India ; nan nan ; nan nan nan nan ; nan nan"
4050,VIMAN MULTIPLUG PRIVATE LIMITED,"VIMAN MULTIPLUG PRIVATE LIMITED VIMAN MULTIPLUG PRIVATE LIMITED VIMAN MULTIPLUG PRIVATE LIMITED Karnataka No. 628/A, 2nd Floor, 1st Stage, Indiranagar,,Bengaluru,Bangalore,Karnataka,560038-India ; ; nan nan nan nan ; nan nan"
4051,ACCESS ENGINEERING PRODUCTS PRIVATE LIMITED,"ACCESS ENGINEERING PRODUCTS PRIVATE LIMITED ACCESS ENGINEERING PRODUCTS PRIVATE LIMITED ACCESS ENGINEERING PRODUCTS PRIVATE LIMITED Karnataka 127/3 MAGADI ROADNEAR SWAYAMPRABHA KALYANA MANTAP, KAMAKSHIPALAYA,BANGALORE,Karnataka,560079-India ; nan nan ; nan nan nan nan ; nan nan"
4052,PARAMOUNT WELDTRODE PRIVATE LIMITED,"PARAMOUNT WELDTRODE PRIVATE LIMITED PARAMOUNT WELDTRODE PRIVATE LIMITED PARAMOUNT WELDTRODE PRIVATE LIMITED Karnataka III FLOOR,LUCKY PARADISE22ND CROSS III BLOCK JAYANAGAR,,BANGALORE.,Karnataka,560011-India ; nan nan ; nan nan nan nan ; nan nan"
4053,STUMPP SCHUELE & SOMAPPA SPRINGS LIMITED,"STUMPP SCHUELE & SOMAPPA SPRINGS LIMITED STUMPP SCHUELE & SOMAPPA SPRINGS LIMITED STUMPP SCHUELE & SOMAPPA SPRINGS LIMITED Mechanical Engineering Mechanical Engineering Karnataka No.04, Bommasandra Industrial Area Attibele Hobli, Anekal Taluk.,Bangalore,Bangalore,Karnataka,560099-India ; nan nan ; nan nan nan ; SPRING; SPRING INTAKE VALVE; SPRING TENSION; SPRING W/O MKS CTNG; VALVE SPRING"
4054,HAAT INCINERATORS INDIA PRIVATE LIMITED,"HAAT INCINERATORS INDIA PRIVATE LIMITED HAAT INCINERATORS INDIA PRIVATE LIMITED HAAT INCINERATORS INDIA PRIVATE LIMITED Karnataka 35 B&C, Jigani Industrial Area, Anekal Taluk,,Bangalore,Karnataka,562106-India ; ; nan nan nan ; Binding drawings, manuals and documents,Installation & commissioning spares,Shipboard incinerator; Incinerator"
4055,SYNERGY PUNCHING PRIVATE LIMITED,"SYNERGY PUNCHING PRIVATE LIMITED SYNERGY PUNCHING PRIVATE LIMITED SYNERGY PUNCHING PRIVATE LIMITED Karnataka No. A3 & A4, 14th 'A' Main, Peenya 3rd Stage, Peenya Industrial Area,,,Bengaluru,Bangalore,Karnataka,560058-India ; ; nan nan nan nan ; nan nan"
4056,UGRA PRECISION ENGINEERS PRIVATE LIMITED,"UGRA PRECISION ENGINEERS PRIVATE LIMITED UGRA PRECISION ENGINEERS PRIVATE LIMITED UGRA PRECISION ENGINEERS PRIVATE LIMITED Karnataka No.C-142 Industrial Estate,Mysore,Mysore,Karnataka,570020-India ; nan nan ; nan nan nan nan ; nan nan"
4057,CANARA HYDRAULICS PRIVATE LIMITED,"CANARA HYDRAULICS PRIVATE LIMITED CANARA HYDRAULICS PRIVATE LIMITED CANARA HYDRAULICS PRIVATE LIMITED Karnataka Plot No.26E, 2nd Phase Peenya Industrial Area,Bangalore,Bangalore,Karnataka,560058-India ; ; nan nan nan nan ; nan nan"
4058,MAKINO INDIA PRIVATE LIMITED,"MAKINO INDIA PRIVATE LIMITED MAKINO INDIA PRIVATE LIMITED MAKINO INDIA PRIVATE LIMITED Karnataka NO. 11, EXPORT PROMOTIONINDUSTRIAL PARK,K.R.PURAM, BANGALORE,BANGALORE,Karnataka,560066-India ; nan nan ; nan nan nan nan ; nan nan"
4059,ASKAR MECHATRONICS SYSTEMS PRIVATE LIMITED,"ASKAR MECHATRONICS SYSTEMS PRIVATE LIMITED ASKAR MECHATRONICS SYSTEMS PRIVATE LIMITED ASKAR MECHATRONICS SYSTEMS PRIVATE LIMITED Karnataka # 50-59 K R S ROAD, METAGALLI POST,,MYSORE,Mysore,Karnataka,570016-India ; nan nan ; nan nan nan nan ; nan nan"
4060,SYNTHESIS WINDING TECHNOLOGIES PRIVATE LIMITED,"SYNTHESIS WINDING TECHNOLOGIES PRIVATE LIMITED SYNTHESIS WINDING TECHNOLOGIES PRIVATE LIMITED SYNTHESIS WINDING TECHNOLOGIES PRIVATE LIMITED Karnataka NO.95, 5TH CROSS,ELECTRONIC CITY BANGALORE,BANGALORE,Karnataka,560100-India ; nan nan ; nan nan nan nan ; nan nan"
4061,EXCEL SPRINGS PRIVATE LIMITED,"EXCEL SPRINGS PRIVATE LIMITED EXCEL SPRINGS PRIVATE LIMITED EXCEL SPRINGS PRIVATE LIMITED Electronics & Electrical Electronics & Electrical Karnataka Plot No Q1 KSSIDC Veerasandra Industrial Estate II Phase Veersandra Huskur Post,Bangalore,Karnataka,560099-India ; ; nan nan nan ; IndiaMART https://www.indiamart.com › excel-springs › profile CNC MACHINES FOR SPIRAL SPRINGS, Torsion & WIREFORMS; Spring"
4062,DRI INDIA RELAYS PRIVATE LIMITED,"DRI INDIA RELAYS PRIVATE LIMITED DRI INDIA RELAYS PRIVATE LIMITED DRI INDIA RELAYS PRIVATE LIMITED Karnataka No. 69F, KIADB Bengaluru Aerospace Park B.K. Halli Post, Bagalur, Bengaluru Nort,h,Bengaluru,Bangalore,Karnataka,562149-India ; nan nan ; nan nan nan nan ; nan nan"
4063,MANN AND HUMMEL FILTER PRIVATE LIMITED,"MANN AND HUMMEL FILTER PRIVATE LIMITED MANN AND HUMMEL FILTER PRIVATE LIMITED MANN AND HUMMEL FILTER PRIVATE LIMITED Karnataka 2nd Floor, Prasad Enclave, No. 118/119, Industrial Suburb, 2nd Stage, 5th Main, Yeshwanthpu,ra,BANGALORE,Bangalore,Karnataka,560022-India ; nan nan ; nan nan nan nan ; nan nan"
4064,RADIUS ENGINEERING SOLUTIONS PRIVATE LIMITED,"RADIUS ENGINEERING SOLUTIONS PRIVATE LIMITED RADIUS ENGINEERING SOLUTIONS PRIVATE LIMITED RADIUS ENGINEERING SOLUTIONS PRIVATE LIMITED Karnataka Industrial ShedNo.21,SiteNo.15&21, 17TH A Cross,Doddanna Indl. Area,Laggere,Bangalore,Bangalore,Karnataka,560081-India ; nan nan ; nan nan nan nan ; nan nan"
4065,EMKA INDIA PANEL ACCESSORIES PRIVATE LIMITED,"EMKA INDIA PANEL ACCESSORIES PRIVATE LIMITED EMKA INDIA PANEL ACCESSORIES PRIVATE LIMITED EMKA INDIA PANEL ACCESSORIES PRIVATE LIMITED Karnataka 41A/15, Pinacle Tower, Ground Floor, 1st Main Road, Opp ABB,2nd Phase, Peenya Industrial Area, Bangalore, Karnataka,Bangalore North,Bangalore,Karnataka,560058-India ; nan nan ; nan nan nan nan ; nan nan"
4066,GA-MOR MACHINES TOOLS PRIVATE LIMITED,"GA-MOR MACHINES TOOLS PRIVATE LIMITED GA-MOR MACHINES TOOLS PRIVATE LIMITED GA-MOR MACHINES TOOLS PRIVATE LIMITED Karnataka # 16, 1st Main, 1st Cross, ITI Layout A-Narayanapura, Next to Water Tank,Bangalore,Karnataka,560016-India ; nan nan ; nan nan nan ; FLEXIBLE ARM TAPPING EQUIPMENT 350RPM"
4067,KAIZEN TOOL TECH PRIVATE LIMITED,"KAIZEN TOOL TECH PRIVATE LIMITED KAIZEN TOOL TECH PRIVATE LIMITED KAIZEN TOOL TECH PRIVATE LIMITED Karnataka No. 65/2-R4 KCG Industrial Estate, Kamakshipalya,Bengaluru,Bangalore,Karnataka,560079-India ; ; nan nan nan nan ; nan nan"
4068,NIBL-KORTA ENGINEERING PRIVATE LIMITED,"NIBL-KORTA ENGINEERING PRIVATE LIMITED NIBL-KORTA ENGINEERING PRIVATE LIMITED NIBL-KORTA ENGINEERING PRIVATE LIMITED Karnataka 163, 10th Main, Peenya Industrial Area 3rd Phase,Bangalore,Bangalore,Karnataka,560058-India ; nan nan ; nan nan nan nan ; nan nan"
4069,MIM COMPONENTS BANGALORE PRIVATE LIMITED,"MIM COMPONENTS BANGALORE PRIVATE LIMITED MIM COMPONENTS BANGALORE PRIVATE LIMITED MIM COMPONENTS BANGALORE PRIVATE LIMITED Karnataka Plot No 395 & 396, Sublayout , Sompura Industrial Area, 1st Stage, Near, Dobaspet,Nelamangala Taluk,Bangalore Rural,Karnataka,562132-India ; nan nan ; nan nan nan nan ; nan nan"
4070,S L N CNCTECH PRIVATE LIMITED,"S L N CNCTECH PRIVATE LIMITED S L N CNCTECH PRIVATE LIMITED S L N CNCTECH PRIVATE LIMITED Karnataka NO 8 9TH CROSS RAJAGOPALNAGAR MAIN ROAD GANAPATHINAGAR PEENYA II STAGE,BANGALORE,Karnataka,560058-India ; ; nan nan nan nan ; nan nan"
4071,SHANMUKHA AERO ENGINEERING PRIVATE LIMITED,"SHANMUKHA AERO ENGINEERING PRIVATE LIMITED SHANMUKHA AERO ENGINEERING PRIVATE LIMITED SHANMUKHA AERO ENGINEERING PRIVATE LIMITED Karnataka NO. 6/3, I CROSS M S R E COLLEGE ROAD, MATHIKERE,BANGALORE,Karnataka,560054-India ; nan nan ; nan nan nan nan ; nan nan"
4072,PACIFIC CONSOLIDATED INDUSTRIES (PCI) GASES INDIA PRIVATE LIMITED,"PACIFIC CONSOLIDATED INDUSTRIES (PCI) GASES INDIA PRIVATE LIMITED PACIFIC CONSOLIDATED INDUSTRIES (PCI) GASES INDIA PRIVATE LIMITED PACIFIC CONSOLIDATED INDUSTRIES (PCI) GASES INDIA PRIVATE LIMITED Karnataka No.787, Ground Floor 9th A Main, 1st Stage, Binnamangala, Ind,iranagar,Bengaluru,Bangalore,Karnataka,560038-India ; nan nan ; nan nan nan nan ; nan nan"
